43;162;147;6;5;3;5;2022-01-29;2022-02-03
44;77;82;8;13;4;8;2022-01-30;2022-02-04
45;118;143;8;14;4;7;2022-01-31;2022-02-02
46;6;100;5;6;5;3;2022-01-31;2022-02-07
47;104;69;10;4;8;7;2022-01-31;2022-02-11
48;153;142;2;19;8;3;2022-01-31;2022-02-08
49;168;126;13;10;8;8;2022-02-02;2022-02-11
50;191;60;2;2;8;8;2022-02-02;2022-02-11
51;81;120;13;13;8;8;2022-02-06;2022-02-20
52;102;13;14;3;7;5;2022-02-07;2022-02-13
53;130;31;3;7;5;2;2022-02-08;2022-02-22
54;125;30;8;6;4;3;2022-02-09;2022-02-11
55;96;38;17;5;7;5;2022-02-09;2022-02-22
56;146;122;9;9;3;3;2022-02-09;2022-02-23
57;151;61;14;7;7;2;2022-02-09;2022-02-12
58;6;80;12;19;2;3;2022-02-10;2022-02-23
59;104;22;14;9;7;3;2022-02-10;2022-02-22
60;44;53;7;11;2;1;2022-02-11;2022-02-25
61;25;29;12;15;2;3;2022-02-11;2022-02-24
62;145;114;20;17;1;7;2022-02-11;2022-02-17
63;93;102;19;14;3;7;2022-02-12;2022-02-15
64;83;8;5;19;5;3;2022-02-12;2022-02-15
65;102;28;3;1;5;4;2022-02-13;2022-02-23
66;26;145;10;10;8;8;2022-02-13;2022-02-19
67;147;98;5;6;5;3;2022-02-13;2022-02-26
68;94;56;17;5;7;5;2022-02-15;2022-02-19
69;68;61;20;5;1;5;2022-02-16;2022-02-26
70;61;9;17;18;7;1;2022-02-16;2022-02-18
71;70;20;11;6;1;3;2022-02-17;2022-02-20
72;158;115;12;2;2;8;2022-02-17;2022-02-28
73;28;136;12;11;2;1;2022-02-18;2022-03-01
74;104;134;13;8;8;4;2022-02-22;2022-03-07
75;167;127;17;5;7;5;2022-02-23;2022-03-01
76;178;107;7;1;2;4;2022-02-23;2022-02-28
77;163;13;19;8;3;4;2022-02-23;2022-02-24
78;16;116;20;8;1;4;2022-02-23;2022-03-09
79;95;120;8;20;4;1;2022-02-24;2022-03-01
80;148;30;17;2;7;8;2022-02-24;2022-02-27
81;63;51;2;10;8;8;2022-02-25;2022-03-06
82;148;11;18;9;1;3;2022-02-25;2022-03-02
83;151;85;4;10;7;8;2022-02-28;2022-03-03
84;80;28;17;12;7;2;2022-03-01;2022-03-08
85;133;10;15;20;3;1;2022-03-01;2022-03-10
86;186;70;4;17;7;7;2022-03-01;2022-03-03
87;77;98;17;10;7;8;2022-03-01;2022-03-14
88;147;73;2;19;8;3;2022-03-03;2022-03-09
89;127;142;8;11;4;1;2022-03-05;2022-03-10
90;39;82;4;1;7;4;2022-03-06;2022-03-12
91;78;1;5;6;5;3;2022-03-06;2022-03-14
92;14;144;14;6;7;3;2022-03-07;2022-03-13
93;76;61;11;3;1;5;2022-03-08;2022-03-12
94;179;144;13;5;8;5;2022-03-09;2022-03-14
95;131;65;18;12;1;2;2022-03-10;2022-03-20
96;56;61;5;4;5;7;2022-03-10;2022-03-20
97;120;18;12;20;2;1;2022-03-11;2022-03-16
98;71;4;5;10;5;8;2022-03-14;2022-03-22
99;15;114;10;11;8;1;2022-03-14;2022-03-21
100;183;117;5;5;5;5;2022-03-14;2022-03-28
101;176;151;10;3;8;5;2022-03-15;2022-03-16
102;59;147;3;1;5;4;2022-03-15;2022-03-24
103;147;108;3;18;5;1;2022-03-15;2022-03-28
104;29;64;16;7;5;2;2022-03-15;2022-03-29
105;62;28;13;1;8;4;2022-03-15;2022-03-19
106;113;27;1;7;4;2;2022-03-16;2022-03-22
107;21;56;10;3;8;5;2022-03-18;2022-03-31
108;76;130;11;1;1;4;2022-03-18;2022-03-31
109;133;71;5;17;5;7;2022-03-18;2022-03-25
110;110;20;11;20;1;1;2022-03-19;2022-03-25
111;170;41;11;17;1;7;2022-03-19;2022-03-29
112;55;83;8;19;4;3;2022-03-21;2022-03-31
113;26;16;18;2;1;8;2022-03-23;2022-03-31
114;143;94;8;17;4;7;2022-03-23;2022-04-04
115;189;20;20;1;1;4;2022-03-23;2022-04-05
116;57;92;18;8;1;4;2022-03-23;2022-03-24
117;15;11;8;6;4;3;2022-03-24;2022-03-30
118;33;32;5;9;5;3;2022-03-25;2022-04-01
119;148;43;16;6;5;3;2022-03-25;2022-04-07
120;31;144;8;4;4;7;2022-03-25;2022-03-29
121;3;51;2;20;8;1;2022-03-27;2022-04-04
122;92;69;5;8;5;4;2022-03-27;2022-04-10
123;7;70;7;5;2;5;2022-03-29;2022-04-08
124;19;91;9;16;3;5;2022-03-30;2022-04-05
125;15;126;7;16;2;5;2022-03-30;2022-04-11
126;155;17;5;19;5;3;2022-03-30;2022-04-09
127;7;65;4;11;7;1;2022-03-31;2022-04-05
128;66;74;7;4;2;7;2022-04-01;2022-04-14
129;153;150;5;3;5;5;2022-04-02;2022-04-05
130;188;137;14;13;7;8;2022-04-06;2022-04-19
131;125;136;20;4;1;7;2022-04-07;2022-04-17
132;49;5;17;9;7;3;2022-04-08;2022-04-19
133;183;139;18;12;1;2;2022-04-13;2022-04-17
134;154;90;1;19;4;3;2022-04-13;2022-04-27
135;39;115;9;18;3;1;2022-04-15;2022-04-27
136;115;84;18;18;1;1;2022-04-15;2022-04-20
137;116;8;12;18;2;1;2022-04-15;2022-04-21
138;130;12;9;4;3;7;2022-04-16;2022-04-21
139;145;127;3;15;5;3;2022-04-17;2022-04-18
140;150;23;4;4;7;7;2022-04-17;2022-04-28
141;200;9;20;8;1;4;2022-04-17;2022-04-22
142;76;140;12;4;2;7;2022-04-17;2022-05-01
143;186;81;6;3;3;5;2022-04-18;2022-05-01
144;169;64;11;9;1;3;2022-04-19;2022-04-20
145;92;144;20;18;1;1;2022-04-20;2022-04-30
146;194;16;19;2;3;8;2022-04-20;2022-04-22
147;31;40;16;5;5;5;2022-04-21;2022-04-30
148;71;80;16;15;5;3;2022-04-21;2022-04-27
149;36;15;20;4;1;7;2022-04-21;2022-05-04
150;185;101;2;16;8;5;2022-04-23;2022-04-25
151;158;79;6;17;3;7;2022-04-23;2022-04-24
152;105;150;3;17;5;7;2022-04-24;2022-05-07
153;141;98;4;11;7;1;2022-04-25;2022-04-28
154;54;86;10;11;8;1;2022-04-25;2022-05-04
155;70;104;7;19;2;3;2022-04-25;2022-04-27
156;150;153;18;12;1;2;2022-04-26;2022-05-03
157;175;58;19;9;3;3;2022-04-27;2022-05-07
158;165;31;2;16;8;5;2022-04-28;2022-05-05
159;22;63;11;13;1;8;2022-04-28;2022-05-09
160;102;40;8;12;4;2;2022-04-29;2022-05-10
161;83;103;14;16;7;5;2022-04-29;2022-05-12
162;152;135;9;10;3;8;2022-04-30;2022-05-06
163;200;90;3;7;5;2;2022-05-02;2022-05-11
164;12;54;8;12;4;2;2022-05-02;2022-05-04
165;161;121;9;9;3;3;2022-05-03;2022-05-07
166;138;59;19;1;3;4;2022-05-03;2022-05-17
167;142;17;8;20;4;1;2022-05-03;2022-05-08
168;142;42;6;7;3;2;2022-05-07;2022-05-13
169;112;126;13;18;8;1;2022-05-08;2022-05-18
170;193;38;13;18;8;1;2022-05-08;2022-05-16
171;30;63;2;6;8;3;2022-05-08;2022-05-17
172;141;69;11;14;1;7;2022-05-09;2022-05-10
173;63;76;11;3;1;5;2022-05-09;2022-05-19
174;48;71;12;9;2;3;2022-05-09;2022-05-18
175;18;51;13;18;8;1;2022-05-10;2022-05-20
176;89;115;13;18;8;1;2022-05-10;2022-05-18
177;20;96;18;12;1;2;2022-05-11;2022-05-25
178;185;149;18;5;1;5;2022-05-11;2022-05-16
179;69;157;9;13;3;8;2022-05-11;2022-05-13
180;159;146;5;20;5;1;2022-05-12;2022-05-22
181;115;135;2;2;8;8;2022-05-13;2022-05-14
182;17;2;12;13;2;8;2022-05-14;2022-05-28
183;40;69;18;6;1;3;2022-05-15;2022-05-27
184;47;148;9;2;3;8;2022-05-16;2022-05-23
185;28;135;8;16;4;5;2022-05-17;2022-05-27
186;62;73;8;11;4;1;2022-05-17;2022-05-27
187;43;87;5;5;5;5;2022-05-17;2022-05-29
188;11;137;12;3;2;5;2022-05-19;2022-05-30
189;198;154;10;8;8;4;2022-05-20;2022-05-30
190;28;125;9;19;3;3;2022-05-21;2022-05-24
191;183;154;10;5;8;5;2022-05-21;2022-05-30
192;62;30;3;14;5;7;2022-05-22;2022-06-02
193;160;107;16;17;5;7;2022-05-23;2022-06-06
194;1;34;10;11;8;1;2022-05-25;2022-05-26
195;92;94;17;2;7;8;2022-05-26;2022-06-04
196;24;97;16;11;5;1;2022-05-26;2022-06-01
197;60;17;5;12;5;2;2022-05-27;2022-05-31
198;172;154;12;19;2;3;2022-05-27;2022-06-03
199;5;86;20;13;1;8;2022-05-28;2022-06-01
200;84;43;14;3;7;5;2022-05-28;2022-06-02
201;197;108;6;15;3;3;2022-05-30;2022-06-03
202;158;104;20;8;1;4;2022-05-31;2022-06-11
203;145;31;9;18;3;1;2022-06-01;2022-06-12
204;151;6;8;2;4;8;2022-06-02;2022-06-10
205;128;59;18;14;1;7;2022-06-02;2022-06-14
206;139;8;11;10;1;8;2022-06-03;2022-06-09
207;114;72;7;13;2;8;2022-06-03;2022-06-09
208;3;130;20;6;1;3;2022-06-03;2022-06-09
209;23;134;1;5;4;5;2022-06-04;2022-06-17
210;39;84;8;16;4;5;2022-06-04;2022-06-06
211;61;157;9;5;3;5;2022-06-06;2022-06-08
212;26;84;18;4;1;7;2022-06-07;2022-06-12
213;40;50;2;13;8;8;2022-06-07;2022-06-14
214;161;94;15;18;3;1;2022-06-08;2022-06-13
215;38;25;2;10;8;8;2022-06-08;2022-06-11
216;127;19;10;6;8;3;2022-06-08;2022-06-13
217;44;115;19;5;3;5;2022-06-09;2022-06-21
218;52;91;9;2;3;8;2022-06-09;2022-06-12
219;67;68;11;13;1;8;2022-06-09;2022-06-14
220;141;114;3;15;5;3;2022-06-10;2022-06-16
221;152;38;2;12;8;2;2022-06-13;2022-06-15
222;58;90;15;5;3;5;2022-06-13;2022-06-18
223;117;129;5;16;5;5;2022-06-13;2022-06-17
224;187;29;3;20;5;1;2022-06-14;2022-06-16
225;85;88;13;17;8;7;2022-06-14;2022-06-27
226;129;19;13;6;8;3;2022-06-15;2022-06-20
227;138;150;14;11;7;1;2022-06-15;2022-06-19
228;166;80;17;10;7;8;2022-06-18;2022-06-26
229;145;142;12;9;2;3;2022-06-19;2022-07-01
230;172;84;16;5;5;5;2022-06-19;2022-06-24
231;180;140;20;5;1;5;2022-06-19;2022-06-24
232;23;80;2;14;8;7;2022-06-19;2022-06-25
233;185;101;5;3;5;5;2022-06-19;2022-07-03
234;196;108;4;2;7;8;2022-06-19;2022-06-26
235;114;10;4;3;7;5;2022-06-19;2022-06-24
236;106;148;13;13;8;8;2022-06-20;2022-06-21
237;146;44;18;17;1;7;2022-06-20;2022-06-21
238;95;134;14;3;7;5;2022-06-22;2022-07-02
239;81;22;14;9;7;3;2022-06-22;2022-07-06
240;46;118;15;19;3;3;2022-06-22;2022-07-06
241;188;137;3;10;5;8;2022-06-23;2022-07-07
242;106;21;11;5;1;5;2022-06-23;2022-06-29
243;106;114;17;3;7;5;2022-06-24;2022-06-30
244;137;69;12;11;2;1;2022-06-25;2022-07-01
245;63;36;3;19;5;3;2022-06-25;2022-06-26
246;27;89;8;6;4;3;2022-06-26;2022-06-30
247;105;68;12;4;2;7;2022-06-26;2022-07-05
248;85;32;19;8;3;4;2022-06-27;2022-07-06
249;49;50;3;9;5;3;2022-06-29;2022-06-30
250;96;96;11;8;1;4;2022-07-01;2022-07-06
251;131;90;18;14;1;7;2022-07-02;2022-07-09
252;111;82;14;13;7;8;2022-07-03;2022-07-08
253;43;99;9;15;3;3;2022-07-04;2022-07-10
254;8;85;14;8;7;4;2022-07-04;2022-07-07
255;75;44;13;15;8;3;2022-07-05;2022-07-09
256;108;55;15;3;3;5;2022-07-06;2022-07-11
257;76;95;12;9;2;3;2022-07-07;2022-07-10
258;99;110;6;9;3;3;2022-07-07;2022-07-13
259;130;23;19;17;3;7;2022-07-08;2022-07-15
260;190;139;12;2;2;8;2022-07-09;2022-07-21
261;53;18;4;15;7;3;2022-07-09;2022-07-23
262;130;122;2;2;8;8;2022-07-12;2022-07-24
263;52;150;18;10;1;8;2022-07-12;2022-07-26
264;195;4;4;17;7;7;2022-07-13;2022-07-26
265;27;48;5;7;5;2;2022-07-15;2022-07-22
266;198;133;18;11;1;1;2022-07-16;2022-07-22
267;138;61;20;1;1;4;2022-07-16;2022-07-20
268;23;77;20;18;1;1;2022-07-17;2022-07-21
269;199;102;14;9;7;3;2022-07-18;2022-07-24
270;80;106;16;19;5;3;2022-07-20;2022-07-30
271;14;92;17;9;7;3;2022-07-20;2022-07-27
272;130;132;18;14;1;7;2022-07-21;2022-07-27
273;183;112;5;4;5;7;2022-07-21;2022-07-31
274;154;92;8;15;4;3;2022-07-22;2022-07-26
275;12;115;5;13;5;8;2022-07-22;2022-08-03
276;170;141;18;10;1;8;2022-07-22;2022-08-02
277;65;123;6;2;3;8;2022-07-23;2022-07-30
278;160;82;13;18;8;1;2022-07-23;2022-08-02
279;171;82;19;3;3;5;2022-07-24;2022-08-01
280;69;43;7;17;2;7;2022-07-25;2022-07-31
281;17;10;14;11;7;1;2022-07-25;2022-07-29
282;5;113;18;19;1;3;2022-07-25;2022-07-26
283;33;2;5;9;5;3;2022-07-26;2022-07-29
284;188;62;19;9;3;3;2022-07-27;2022-08-07
285;38;114;18;19;1;3;2022-07-28;2022-08-03
286;179;37;8;14;4;7;2022-07-28;2022-07-31
287;99;57;19;19;3;3;2022-07-28;2022-08-01
288;119;90;13;13;8;8;2022-07-28;2022-08-11
289;82;121;12;16;2;5;2022-07-29;2022-08-10
290;162;104;6;2;3;8;2022-07-29;2022-07-31
291;4;129;6;12;3;2;2022-07-31;2022-08-14
292;15;111;14;6;7;3;2022-08-01;2022-08-02
293;2;21;15;3;3;5;2022-08-02;2022-08-14
294;25;94;6;16;3;5;2022-08-03;2022-08-09
295;177;151;12;3;2;5;2022-08-03;2022-08-05
296;169;78;4;13;7;8;2022-08-03;2022-08-05
297;97;100;8;4;4;7;2022-08-03;2022-08-16
298;149;123;19;18;3;1;2022-08-04;2022-08-05
299;195;27;2;14;8;7;2022-08-05;2022-08-18
300;82;137;8;4;4;7;2022-08-06;2022-08-07
301;27;15;9;10;3;8;2022-08-06;2022-08-20
302;177;136;8;17;4;7;2022-08-07;2022-08-17
303;64;93;12;9;2;3;2022-08-08;2022-08-10
304;179;87;10;16;8;5;2022-08-09;2022-08-13
305;27;102;10;6;8;3;2022-08-10;2022-08-20
306;150;68;14;9;7;3;2022-08-10;2022-08-21
307;127;29;9;6;3;3;2022-08-11;2022-08-18
308;185;55;9;15;3;3;2022-08-11;2022-08-22
309;14;85;9;18;3;1;2022-08-12;2022-08-15
310;64;150;11;20;1;1;2022-08-13;2022-08-16
311;148;17;17;15;7;3;2022-08-14;2022-08-20
312;156;56;13;1;8;4;2022-08-15;2022-08-25
313;138;154;10;20;8;1;2022-08-15;2022-08-21
314;149;127;14;15;7;3;2022-08-15;2022-08-18
315;196;98;3;10;5;8;2022-08-16;2022-08-17
316;93;33;7;5;2;5;2022-08-16;2022-08-26
317;84;123;16;18;5;1;2022-08-16;2022-08-17
318;5;110;20;4;1;7;2022-08-16;2022-08-28
319;118;69;18;9;1;3;2022-08-16;2022-08-29
320;147;41;7;7;2;2;2022-08-16;2022-08-30
321;125;104;9;19;3;3;2022-08-17;2022-08-27
322;95;10;12;4;2;7;2022-08-17;2022-08-18
323;155;137;11;5;1;5;2022-08-17;2022-08-24
324;62;126;3;10;5;8;2022-08-18;2022-08-20
325;151;59;8;9;4;3;2022-08-18;2022-08-19
326;56;62;11;7;1;2;2022-08-19;2022-09-02
327;88;57;10;14;8;7;2022-08-20;2022-08-24
328;145;120;7;3;2;5;2022-08-21;2022-08-26
329;13;124;17;5;7;5;2022-08-25;2022-08-26
330;98;125;11;1;1;4;2022-08-27;2022-09-09
331;193;86;12;19;2;3;2022-08-28;2022-09-08
332;89;31;6;6;3;3;2022-08-29;2022-09-09
333;77;19;5;19;5;3;2022-08-29;2022-09-08
334;82;97;2;6;8;3;2022-08-29;2022-09-02
335;75;106;10;4;8;7;2022-08-29;2022-09-07
336;133;68;11;9;1;3;2022-08-30;2022-09-11
337;40;114;5;7;5;2;2022-08-31;2022-09-05
338;28;80;20;5;1;5;2022-08-31;2022-09-08
339;98;101;11;16;1;5;2022-09-01;2022-09-13
340;33;70;5;10;5;8;2022-09-02;2022-09-13
341;52;13;5;3;5;5;2022-09-02;2022-09-12
342;142;149;12;6;2;3;2022-09-05;2022-09-10
343;56;34;12;15;2;3;2022-09-06;2022-09-19
344;60;23;12;6;2;3;2022-09-07;2022-09-15
345;78;139;3;7;5;2;2022-09-08;2022-09-22
346;158;75;7;7;2;2;2022-09-08;2022-09-09
347;117;97;20;14;1;7;2022-09-09;2022-09-17
348;115;47;8;16;4;5;2022-09-09;2022-09-18
349;107;110;13;5;8;5;2022-09-12;2022-09-16
350;107;115;4;6;7;3;2022-09-12;2022-09-23
351;113;129;3;16;5;5;2022-09-12;2022-09-15
352;159;57;4;4;7;7;2022-09-13;2022-09-17
353;40;108;8;15;4;3;2022-09-14;2022-09-16
354;168;47;3;4;5;7;2022-09-14;2022-09-28
355;194;3;15;3;3;5;2022-09-15;2022-09-20
356;90;154;10;9;8;3;2022-09-16;2022-09-18
357;120;128;6;5;3;5;2022-09-17;2022-09-18
358;106;101;6;19;3;3;2022-09-17;2022-09-22
359;14;69;6;7;3;2;2022-09-17;2022-09-19
360;62;114;19;2;3;8;2022-09-18;2022-10-02
361;148;59;12;19;2;3;2022-09-18;2022-09-27
362;127;133;19;19;3;3;2022-09-18;2022-10-01
363;146;142;1;8;4;4;2022-09-18;2022-10-02
364;180;77;4;20;7;1;2022-09-19;2022-09-21
365;178;14;14;20;7;1;2022-09-20;2022-10-04
366;116;2;11;2;1;8;2022-09-20;2022-09-23
367;79;156;10;17;8;7;2022-09-23;2022-09-30
368;188;116;15;19;3;3;2022-09-23;2022-09-27
369;166;58;18;19;1;3;2022-09-23;2022-10-07
370;91;17;9;6;3;3;2022-09-24;2022-09-29
371;110;140;6;3;3;5;2022-09-24;2022-09-29
372;147;2;2;17;8;7;2022-09-26;2022-09-29
373;190;54;14;1;7;4;2022-09-27;2022-10-07
374;188;30;15;3;3;5;2022-09-28;2022-10-11
375;22;62;16;10;5;8;2022-09-28;2022-10-11
376;192;26;15;14;3;7;2022-09-29;2022-10-10
377;136;58;16;6;5;3;2022-09-30;2022-10-09
378;110;55;11;10;1;8;2022-09-30;2022-10-14
379;152;83;14;14;7;7;2022-10-05;2022-10-08
380;161;130;2;8;8;4;2022-10-07;2022-10-15
381;85;39;16;8;5;4;2022-10-08;2022-10-10
382;183;90;15;3;3;5;2022-10-09;2022-10-16
383;156;107;13;16;8;5;2022-10-09;2022-10-19
384;50;129;15;10;3;8;2022-10-09;2022-10-21
385;159;77;4;1;7;4;2022-10-09;2022-10-13
386;88;28;8;17;4;7;2022-10-14;2022-10-24
387;58;53;20;16;1;5;2022-10-14;2022-10-16
388;21;36;12;15;2;3;2022-10-15;2022-10-24
389;110;74;9;15;3;3;2022-10-16;2022-10-30
390;33;65;2;11;8;1;2022-10-17;2022-10-20
391;147;114;13;20;8;1;2022-10-18;2022-10-20
392;107;149;20;18;1;1;2022-10-18;2022-10-21
393;68;86;5;10;5;8;2022-10-19;2022-10-28
394;55;56;19;7;3;2;2022-10-19;2022-10-22
395;92;144;18;7;1;2;2022-10-20;2022-11-01
396;192;126;2;11;8;1;2022-10-21;2022-11-02
397;68;52;2;8;8;4;2022-10-21;2022-10-25
398;140;157;17;10;7;8;2022-10-22;2022-10-31
399;18;86;2;20;8;1;2022-10-22;2022-10-24
400;147;62;10;19;8;3;2022-10-22;2022-10-28
401;185;151;18;17;1;7;2022-10-22;2022-11-05
402;37;43;12;12;2;2;2022-10-23;2022-10-30
403;60;14;8;18;4;1;2022-10-23;2022-11-05
404;69;84;7;16;2;5;2022-10-24;2022-10-26
405;199;23;9;15;3;3;2022-10-24;2022-10-28
406;175;88;17;12;7;2;2022-10-24;2022-11-03
407;75;101;11;15;1;3;2022-10-26;2022-11-06
408;157;74;15;5;3;5;2022-10-26;2022-11-07
409;22;150;16;2;5;8;2022-10-27;2022-11-07
410;37;133;2;11;8;1;2022-10-28;2022-11-03
411;77;2;6;17;3;7;2022-10-28;2022-11-06
412;149;154;8;1;4;4;2022-10-28;2022-11-04
413;170;48;6;14;3;7;2022-10-28;2022-10-30
414;190;80;8;17;4;7;2022-10-28;2022-10-29
415;34;101;20;10;1;8;2022-10-29;2022-11-10
416;169;16;20;6;1;3;2022-10-30;2022-11-11
417;187;154;18;14;1;7;2022-10-30;2022-11-05
418;173;114;5;4;5;7;2022-10-30;2022-11-05
419;29;39;18;10;1;8;2022-10-30;2022-11-09
420;22;60;20;18;1;1;2022-10-31;2022-11-07
421;146;27;20;14;1;7;2022-10-31;2022-11-14
422;143;107;17;9;7;3;2022-10-31;2022-11-13
423;53;48;12;10;2;8;2022-11-01;2022-11-05
424;72;156;1;15;4;3;2022-11-01;2022-11-10
425;71;105;18;6;1;3;2022-11-01;2022-11-06
426;6;54;18;15;1;3;2022-11-02;2022-11-05
427;114;111;16;3;5;5;2022-11-03;2022-11-06
428;132;122;15;9;3;3;2022-11-03;2022-11-16
429;106;146;8;3;4;5;2022-11-03;2022-11-05
430;109;16;17;12;7;2;2022-11-04;2022-11-14
431;192;2;7;9;2;3;2022-11-04;2022-11-17
432;45;150;14;19;7;3;2022-11-05;2022-11-15
433;80;36;16;14;5;7;2022-11-07;2022-11-18
434;153;41;13;14;8;7;2022-11-08;2022-11-16
435;118;33;15;18;3;1;2022-11-08;2022-11-17
436;108;16;16;1;5;4;2022-11-08;2022-11-22
437;147;66;11;17;1;7;2022-11-08;2022-11-10
438;126;62;12;17;2;7;2022-11-09;2022-11-16
439;108;142;15;7;3;2;2022-11-10;2022-11-15
440;85;35;8;17;4;7;2022-11-11;2022-11-12
441;105;120;15;10;3;8;2022-11-11;2022-11-22
442;86;107;14;11;7;1;2022-11-11;2022-11-17
443;166;81;7;9;2;3;2022-11-12;2022-11-23
444;94;124;12;9;2;3;2022-11-13;2022-11-17
445;126;75;10;14;8;7;2022-11-14;2022-11-21
446;24;9;10;13;8;8;2022-11-15;2022-11-21
447;12;69;2;19;8;3;2022-11-15;2022-11-21
448;141;146;17;5;7;5;2022-11-16;2022-11-24
449;94;93;10;4;8;7;2022-11-23;2022-12-02
450;85;64;4;20;7;1;2022-11-24;2022-12-04
451;189;48;5;16;5;5;2022-11-26;2022-11-27
452;144;40;8;14;4;7;2022-11-26;2022-12-07
453;40;145;18;13;1;8;2022-11-26;2022-12-02
454;72;60;1;4;4;7;2022-11-26;2022-11-29
455;14;83;5;4;5;7;2022-11-28;2022-12-05
456;29;37;17;10;7;8;2022-11-28;2022-12-12
457;46;123;16;14;5;7;2022-11-29;2022-12-03
458;190;152;20;3;1;5;2022-11-30;2022-12-09
459;1;50;1;10;4;8;2022-11-30;2022-12-01
460;51;16;3;6;5;3;2022-12-01;2022-12-12
461;128;30;6;5;3;5;2022-12-01;2022-12-03
462;153;111;18;7;1;2;2022-12-01;2022-12-08
463;177;39;9;4;3;7;2022-12-02;2022-12-06
464;137;82;8;16;4;5;2022-12-02;2022-12-07
465;94;154;7;6;2;3;2022-12-02;2022-12-13
466;83;100;1;7;4;2;2022-12-02;2022-12-11
467;150;157;4;11;7;1;2022-12-03;2022-12-15
468;137;18;9;15;3;3;2022-12-03;2022-12-09
469;182;66;6;17;3;7;2022-12-03;2022-12-12
470;79;54;13;11;8;1;2022-12-07;2022-12-13
471;112;5;11;7;1;2;2022-12-09;2022-12-23
472;183;122;18;9;1;3;2022-12-09;2022-12-20
473;157;36;8;13;4;8;2022-12-10;2022-12-21
474;182;70;12;7;2;2;2022-12-11;2022-12-16
475;163;50;8;13;4;8;2022-12-12;2022-12-21
476;62;36;1;18;4;1;2022-12-12;2022-12-15
477;166;32;13;16;8;5;2022-12-12;2022-12-26
478;39;10;17;10;7;8;2022-12-13;2022-12-24
479;162;117;12;18;2;1;2022-12-13;2022-12-26
480;48;22;4;14;7;7;2022-12-14;2022-12-19
481;197;99;15;13;3;8;2022-12-15;2022-12-29
482;17;136;10;8;8;4;2022-12-16;2022-12-27
483;139;150;15;5;3;5;2022-12-17;2022-12-27
484;194;19;8;19;4;3;2022-12-19;2022-12-29
485;79;13;19;8;3;4;2022-12-19;2023-01-02
486;46;137;6;1;3;4;2022-12-20;2023-01-03
487;130;16;18;7;1;2;2022-12-21;2022-12-31
488;4;155;3;6;5;3;2022-12-23;2023-01-04
489;152;40;17;15;7;3;2022-12-24;2022-12-26
490;47;60;19;13;3;8;2022-12-24;2022-12-28
491;119;29;6;12;3;2;2022-12-24;2023-01-01
492;80;69;13;16;8;5;2022-12-25;2023-01-01
493;67;51;12;2;2;8;2022-12-26;2022-12-31
494;24;154;10;12;8;2;2022-12-26;2022-12-27
495;21;15;3;4;5;7;2022-12-27;2023-01-08
496;47;101;9;8;3;4;2022-12-28;2023-01-11
497;25;91;9;20;3;1;2022-12-28;2022-12-29
498;7;31;11;6;1;3;2022-12-28;2023-01-07
499;22;109;10;1;8;4;2022-12-31;2023-01-03
500;36;111;15;5;3;5;2022-12-31;2023-01-09
